academicyear,instname,city,state,zip,sector_revised,carnegie2000,fte_count,grant01,tuitionfee02_tf,grad_rate_150_p4yr
2006,Grand Canyon University,Phoenix,AZ,85017,Private For-Profit,21,3994,1358774,10250,50.6072874494
2006,Northern Arizona University,Flagstaff,AZ,86011-4132,Public,16,15275,11943240,4393,47.0743510779
2006,University of Phoenix-Phoenix-Hohokam Campus,Phoenix,AZ,85040-1958,Private For-Profit,55,12807,5300529,9765,10.5113636364
2006,Prescott College,Prescott,AZ,86301,Private Not-For-Profit,22,948,950369,17450,36.4864864865
2006,Western International University,Phoenix,AZ,85021,Private For-Profit,21,50544,10275000,7632,52.380952381
2006,University of Arkansas at Little Rock,Little Rock,AR,72204,Public,16,8837,10459740,3705,23.9234449761
2006,University of Arkansas Main Campus,Fayetteville,AR,72701,Public,15,15088,7978864,5494,55.5300596604
2006,University of Arkansas at Pine Bluff,Pine Bluff,AR,71601,Public,32,3013,6789130,4254,29.093799682
2006,Arkansas State University-Main Campus,State University,AR,72467,Public,21,8674,11800237,5440,40.4148334381
2006,Arkansas Tech University,Russellville,AR,72801-2222,Public,21,6030,7544146,3818,38.3512544803
2006,University of Arkansas at Monticello,Monticello,AR,71656,Public,32,2547,4618773,3905,25.321888412
2006,University of Central Arkansas,Conway,AR,72035-0001,Public,21,10349,9518254,5664,44.7449293178
2006,Harding University,Searcy,AR,72143,Private Not-For-Profit,22,4908,3187792,11200,61.9487179487
2006,Henderson State University,Arkadelphia,AR,71999-0001,Public,21,3164,4190689,4067,27.7349768875
2006,Hendrix College,Conway,AR,72032-3080,Private Not-For-Profit,31,1018,557560,19808,65.9509202454
2006,John Brown University,Siloam Springs,AR,72761,Private Not-For-Profit,32,1731,1157663,15280,62.6811594203
2006,Ouachita Baptist University,Arkadelphia,AR,71998-0001,Private Not-For-Profit,32,1440,957427,14558,58.4090909091
2006,Southern Arkansas University Main Campus,Magnolia,AR,71753,Public,21,2718,4096459,4218,35.8208955224
2006,Academy of Art University,San Francisco,CA,94105,Private For-Profit,56,6597,4574138,13340,38.5135135135
2006,American Intercontinental University,Los Angeles,CA,90066,Private For-Profit,56,1216,3477770,22900,22.2222222222
2006,Art Center College of Design,Pasadena,CA,91103,Private Not-For-Profit,56,1501,2274000,25244,80.0
2006,Azusa Pacific University,Azusa,CA,91702-7000,Private Not-For-Profit,21,6060,2221589,22210,55.6
2006,Biola University,La Mirada,CA,90639-0001,Private Not-For-Profit,16,4684,2164000,22602,66.7763157895
2006,Brooks Institute,Santa Barbara,CA,93103,Private For-Profit,56,2563,2877535,24360,40.4494382022
2006,California Baptist University,Riverside,CA,92504-3297,Private Not-For-Profit,21,2552,2088844,17470,57.0652173913
2006,California College of the Arts,Oakland,CA,94618-1487,Private Not-For-Profit,56,1560,1031694,26100,60.4651162791
2006,California Institute of Technology,Pasadena,CA,91125,Private Not-For-Profit,15,2169,233000,27309,88.7804878049
2006,California Lutheran University,Thousand Oaks,CA,91360-2787,Private Not-For-Profit,21,2808,936244,23370,63.7362637363
2006,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,93407,Public,21,17715,7926658,4245,66.9177857845
2006,California State University-Bakersfield,Bakersfield,CA,93311-1099,Public,21,6441,7921186,3318,41.4678899083
2006,California State University-Stanislaus,Turlock,CA,95382,Public,21,6364,7210972,3030,50.0884955752
2006,California State University-San Bernardino,San Bernardino,CA,92407-2397,Public,21,13658,17330908,3092,44.3280977312
2006,California State Polytechnic University-Pomona,Pomona,CA,91768,Public,21,17257,17618692,3006,48.3076923077
2006,California State University-Chico,Chico,CA,95929-0150,Public,21,14762,13176884,3370,53.5473847747
2006,California State University-Dominguez Hills,Carson,CA,90747-0005,Public,21,8909,11581238,2991,32.9292929293
2006,California State University-Fresno,Fresno,CA,93740,Public,21,17980,22408516,2986,45.5172413793
2006,California State University-Fullerton,Fullerton,CA,92831-3599,Public,21,28019,21189616,2990,49.077212806
2006,California State University-East Bay,Hayward,CA,94542,Public,21,10314,8985665,2916,43.1988041854
2006,California State University-Long Beach,Long Beach,CA,90840-0115,Public,21,28846,25513076,2864,47.790914748
2006,California State University-Los Angeles,Los Angeles,CA,90032,Public,21,15731,20380252,3035,34.7972972973
2006,California State University-Northridge,Northridge,CA,91330,Public,21,26884,31017036,3036,40.0364963504
2006,California State University-Sacramento,Sacramento,CA,95819-2694,Public,21,23370,20927812,3072,42.0924574209
2006,University of California-Berkeley,Berkeley,CA,94720,Public,15,31893,21421000,6512,88.8948211426
2006,University of California-Davis,Davis,CA,95616-8678,Public,15,27261,21140000,7457,80.8752025932
2006,University of California-Irvine,Irvine,CA,92697,Public,15,23723,15173000,6770,79.3589389334
2006,University of California-Los Angeles,Los Angeles,CA,90095-1405,Public,15,34909,26732000,6504,89.3444576877
2006,University of California-Riverside,Riverside,CA,92521,Public,15,16089,17779000,6590,63.6184857424
2006,University of California-San Diego,La Jolla,CA,92093,Public,15,24552,19098000,6685,85.8744394619
2006,University of California-Santa Barbara,Santa Barbara,CA,93106,Public,15,20570,12926000,6997,78.4579164214
2006,University of California-Santa Cruz,Santa Cruz,CA,95064,Public,15,14669,9440000,6949,69.6409898919
2006,California Institute of the Arts,Valencia,CA,91355-2397,Private Not-For-Profit,56,1324,787864,28090,60.7142857143
2006,Chapman University,Orange,CA,92866,Private Not-For-Profit,21,9406,3324299,28738,64.5367412141
2006,Concordia University,Irvine,CA,92612-3299,Private Not-For-Profit,22,1877,944166,19900,58.7662337662
2006,Claremont McKenna College,Claremont,CA,91711-6400,Private Not-For-Profit,31,1140,310000,30800,87.7394636015
2006,DeVry University-California,Pomona,CA,91768-2642,Private For-Profit,32,4406,,12743,42.4198250729
2006,Dominican University of California,San Rafael,CA,94901-2298,Private Not-For-Profit,21,1612,1052424,26150,53.0973451327
2006,Fresno Pacific University,Fresno,CA,93702-4709,Private Not-For-Profit,21,1530,1676877,19664,63.125
2006,Golden Gate University-San Francisco,San Francisco,CA,94105-2968,Private Not-For-Profit,55,2393,136460,12150,50.0
2006,Holy Names University,Oakland,CA,94619-1699,Private Not-For-Profit,21,811,569397,21640,45.2830188679
2006,Humboldt State University,Arcata,CA,95521-8299,Public,21,6833,8879119,3167,44.2132639792
2006,The Art Institute of California-San Diego,San Diego,CA,92108-4423,Private For-Profit,56,1723,2227863,18979,67.2413793103
2006,University of La Verne,La Verne,CA,91750-4401,Private Not-For-Profit,16,5907,3612718,22800,50.7042253521
2006,Loma Linda University,Loma Linda,CA,92350,Private Not-For-Profit,16,5013,2552828,23892,37.8472222222
2006,The Master's College and Seminary,Santa Clarita,CA,91321-1200,Private Not-For-Profit,32,1308,708838,19230,60.396039604
2006,The Art Institute of California-San Francisco,San Francisco,CA,94102-4908,Private For-Profit,56,1349,2004396,25302,41.4634146341
2006,Loyola Marymount University,Los Angeles,CA,90045-2659,Private Not-For-Profit,21,8251,3060599,27710,74.8960931006
2006,Mills College,Oakland,CA,94613,Private Not-For-Profit,31,1312,1041386,29990,68.1415929204
2006,Mount St Mary's College,Los Angeles,CA,90049-1599,Private Not-For-Profit,21,2038,2471777,22824,65.8333333333
2006,Musicians Institute,Hollywood,CA,90028,Private For-Profit,56,1056,923214,17200,25.0
2006,National University,La Jolla,CA,92037-1011,Private Not-For-Profit,21,15100,2584627,8352,58.3333333333
2006,New College of California,San Francisco,CA,94110,Private Not-For-Profit,22,812,542501,12624,74.7663551402
2006,Notre Dame de Namur University,Belmont,CA,94002-1908,Private Not-For-Profit,21,1120,639272,22720,49.6350364964
2006,Occidental College,Los Angeles,CA,90041-3392,Private Not-For-Profit,31,1821,971925,31137,81.6532258065
2006,Otis College of Art and Design,Los Angeles,CA,90045-3505,Private Not-For-Profit,56,1073,1287892,26310,45.1127819549
2006,Hope International University,Fullerton,CA,92831-3199,Private Not-For-Profit,21,925,739198,18000,46.6666666667
2006,Pacific Union College,Angwin,CA,94508-9707,Private Not-For-Profit,32,1442,1181216,19125,41.134751773
2006,University of the Pacific,Stockton,CA,95211-0197,Private Not-For-Profit,16,5772,3035037,26088,68.4466019417
2006,Pepperdine University,Malibu,CA,90263,Private Not-For-Profit,16,6101,1560000,30860,79.3363499246
2006,Pitzer College,Claremont,CA,91711-6101,Private Not-For-Profit,31,933,416623,33012,75.5760368664
2006,Point Loma Nazarene University,San Diego,CA,92106-2899,Private Not-For-Profit,22,3034,1027808,20730,66.0482374768
2006,Pomona College,Claremont,CA,91711-6319,Private Not-For-Profit,31,1533,435000,29923,93.4673366834
2006,University of Redlands,Redlands,CA,92373-0999,Private Not-For-Profit,21,4215,1961748,27164,65.5601659751
2006,Samuel Merritt College,Oakland,CA,94609,Private Not-For-Profit,53,936,346191,27467,66.6666666667
2006,San Diego State University,San Diego,CA,92182,Public,16,28007,21518574,3122,58.3302684811
2006,University of San Diego,San Diego,CA,92110-2492,Private Not-For-Profit,16,6763,1674752,26558,75.29296875
2006,San Francisco State University,San Francisco,CA,94132,Public,21,24115,21709884,3128,42.4064171123
2006,University of San Francisco,San Francisco,CA,94117-1080,Private Not-For-Profit,16,7891,3099000,26960,64.9933949802
2006,San Jose State University,San Jose,CA,95192-0001,Public,21,23897,17793946,3292,41.3865546218
2006,Santa Clara University,Santa Clara,CA,95053,Private Not-For-Profit,21,6979,1621000,28899,86.4390243902
2006,Scripps College,Claremont,CA,91711-3905,Private Not-For-Profit,31,898,272675,31500,72.7272727273
2006,Simpson University,Redding,CA,96003-8606,Private Not-For-Profit,22,1011,1159627,17000,50.5813953488
2006,Saint Marys College of California,Moraga,CA,94556,Private Not-For-Profit,21,3590,1637624,27280,66.2903225806
2006,Sonoma State University,Rohnert Park,CA,94928-3609,Public,21,6863,3933638,3616,50.8458646617
2006,Vanguard University of Southern California,Costa Mesa,CA,92626,Private Not-For-Profit,32,1863,1159653,20330,50.1915708812
2006,University of Southern California,Los Angeles,CA,90089,Private Not-For-Profit,15,30365,8258060,32008,84.0495015469
2006,Westmont College,Santa Barbara,CA,93108-1089,Private Not-For-Profit,31,1366,398700,27806,77.1883289125
2006,Whittier College,Whittier,CA,90601,Private Not-For-Profit,31,2047,961789,27038,62.0253164557
2006,Woodbury University,Burbank,CA,91510-7846,Private Not-For-Profit,22,1239,,22958,51.0948905109
2006,Adams State College,Alamosa,CO,81102,Public,21,4686,3441012,4773,32.6975476839
2006,University of Colorado at Denver and Health Sciences Center,Denver,CO,80217-3364,Public,16,13164,5268559,5021,35.7281553398
2006,University of Colorado at Colorado Springs,Colorado Springs,CO,80933-7150,Public,21,6821,4060826,4888,42.061281337
2006,University of Colorado at Boulder,Boulder,CO,80309-0017,Public,15,27919,9727112,5372,65.6231424609
2006,Colorado Christian University,Lakewood,CO,80226,Private Not-For-Profit,21,1625,1123509,16740,80.5054151625
2006,Colorado College,Colorado Springs,CO,80903,Private Not-For-Profit,31,1984,615983,30048,83.738317757
2006,The Art Institute of Colorado,Denver,CO,80203-2114,Private For-Profit,56,2431,2191483,19436,43.2525951557
2006,Colorado School of Mines,Golden,CO,80401,Public,54,3762,1364579,8144,68.4044233807
2006,Colorado State University,Fort Collins,CO,80523-0100,Public,15,24031,9199421,4562,63.7654320988
2006,Colorado Technical University,Colorado Springs,CO,80907-3812,Private For-Profit,21,1326,910125,10095,12.0
2006,Westwood College-Denver North,Denver,CO,80221,Private For-Profit,54,4167,5691081,12105,54.0229885057
2006,University of Denver,Denver,CO,80208,Private Not-For-Profit,15,8655,1704409,28410,72.1861471861
2006,Fort Lewis College,Durango,CO,81301-3999,Public,31,3774,2858608,5692,31.9829424307
2006,Mesa State College,Grand Junction,CO,81501-3122,Public,31,5149,5270212,3080,33.5320417288
2006,Metropolitan State College of Denver,Denver,CO,80217-3362,Public,32,15998,13703038,2745,24.181184669
2006,Naropa University,Boulder,CO,80302-6697,Private Not-For-Profit,59,991,567297,18566,34.8837209302
2006,University of Northern Colorado,Greeley,CO,80639,Public,16,11955,5086752,3837,49.1244675816
2006,Regis University,Denver,CO,80221-1099,Private Not-For-Profit,21,7904,2342947,23700,59.2715231788
2006,Colorado State University-Pueblo,Pueblo,CO,81001-4901,Public,21,4356,4921099,3555,31.0452418097
2006,United States Air Force Academy,USAFA,CO,80840-5002,Public,59,4463,,0,77.2402854877
2006,Western State College of Colorado,Gunnison,CO,81231,Public,31,2128,1375963,3138,31.3492063492
2006,Albertus Magnus College,New Haven,CT,06511-1189,Private Not-For-Profit,32,2127,1167999,17886,48.3146067416
2006,University of Bridgeport,Bridgeport,CT,06604-5620,Private Not-For-Profit,16,2830,1805000,20595,46.5838509317
2006,Central Connecticut State University,New Britain,CT,06050,Public,21,9639,4402187,6164,40.4141104294
2006,Connecticut College,New London,CT,06320,Private Not-For-Profit,31,1847,507000,41975,85.7142857143
2006,University of Connecticut,Storrs,CT,06269,Public,15,24753,8054953,7912,68.3031869078
2006,Eastern Connecticut State University,Willimantic,CT,06226,Public,21,4346,2091347,5964,47.9804161567
2006,Fairfield University,Fairfield,CT,06824-5195,Private Not-For-Profit,21,4286,709000,30235,81.5476190476
2006,University of Hartford,West Hartford,CT,06117-1599,Private Not-For-Profit,16,6013,2009712,24596,51.2588116818
2006,University of New Haven,West Haven,CT,06516,Private Not-For-Profit,21,3682,1327734,22982,38.7654320988
2006,Post University,Waterbury,CT,06723,Private For-Profit,32,836,966344,20200,28.3582089552
2006,Quinnipiac University,Hamden,CT,06518,Private Not-For-Profit,21,6671,1150413,24340,69.7012802276
2006,Sacred Heart University,Fairfield,CT,06825-1000,Private Not-For-Profit,21,4443,1238176,23750,64.2685851319
2006,Saint Joseph College,West Hartford,CT,06117-2791,Private Not-For-Profit,21,1340,860000,22825,58.8235294118
2006,Southern Connecticut State University,New Haven,CT,06515-1355,Public,21,9431,4587864,5814,34.0740740741
2006,Trinity College,Hartford,CT,06106-3100,Private Not-For-Profit,31,2253,738284,33630,83.2310838446
2006,United States Coast Guard Academy,New London,CT,06320-4195,Public,59,1005,,3000,69.1029900332
2006,Wesleyan University,Middletown,CT,06459,Private Not-For-Profit,31,3043,901000,33190,90.1388888889
2006,Western Connecticut State University,Danbury,CT,06810-6860,Public,21,4801,1948011,5800,36.6871165644
2006,Yale University,New Haven,CT,06520,Private Not-For-Profit,15,11360,1393000,31460,96.2194217939
2006,Delaware State University,Dover,DE,19901,Public,21,3329,4685648,5810,37.865497076
2006,University of Delaware,Newark,DE,19716,Public,15,19138,3059618,7318,75.6074168798
2006,Goldey-Beacom College,Wilmington,DE,19808,Private Not-For-Profit,55,923,558640,13736,53.488372093
2006,Wesley College,Dover,DE,19901-3875,Private Not-For-Profit,32,1988,1040011,15379,39.6428571429
2006,Wilmington University,New Castle,DE,19720,Private Not-For-Profit,16,5158,2383099,7670,47.65625
2006,American University,Washington,DC,20016-8001,Private Not-For-Profit,15,9587,1856000,28019,70.5188679245
2006,Catholic University of America,Washington,DC,20064,Private Not-For-Profit,15,4994,750944,26000,67.5471698113
2006,University of the District of Columbia,Washington,DC,20008,Public,21,3614,4535830,2070,23.7179487179
2006,Gallaudet University,Washington,DC,20002-3695,Private Not-For-Profit,21,1542,1187166,11610,31.9502074689
2006,George Washington University,Washington,DC,20052,Private Not-For-Profit,15,18898,2540999,34022,78.690874343
2006,Georgetown University,Washington,DC,20057,Private Not-For-Profit,15,12792,1740000,32024,94.4860449285
2006,Howard University,Washington,DC,20059-0001,Private Not-For-Profit,15,10268,6888494,12295,67.4538745387
2006,Strayer University,Washington,DC,20005,Private For-Profit,22,14437,17847052,10418,17.0122546147
2006,Trinity Washington University,Washington,DC,20017-1094,Private Not-For-Profit,21,1091,1319213,17360,51.9607843137
2006,The Art Institute of Fort Lauderdale Inc,Fort Lauderdale,FL,33316-3000,Private For-Profit,56,2210,3979380,17375,56.4954682779
2006,Barry University,Miami,FL,33161-6695,Private Not-For-Profit,21,7504,5699397,22655,34.1645885287
2006,Bethune-Cookman University,Daytona Beach,FL,32114-3099,Private Not-For-Profit,32,2911,6386496,11230,33.0132052821
2006,Lynn University,Boca Raton,FL,33431-5598,Private Not-For-Profit,21,2554,993113,26200,34.4262295082
2006,Carlos Albizu University-Miami Campus,Miami,FL,33172-2209,Private Not-For-Profit,59,831,770695,11109,93.3333333333
2006,University of Central Florida,Orlando,FL,32816,Public,16,36757,19984312,3339,57.7226853883
2006,Eckerd College,Saint Petersburg,FL,33711-4700,Private Not-For-Profit,31,1764,1096986,26050,58.5784313725
2006,Edward Waters College,Jacksonville,FL,32209,Private Not-For-Profit,32,826,2769205,9176,10.5610561056
2006,Embry Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,32114-3900,Private Not-For-Profit,21,14107,4565000,23550,59.9297012302
2006,Florida Agricultural and Mechanical University,Tallahassee,FL,32307,Public,21,11249,16030590,3193,42.4708624709
2006,Florida Atlantic University,Boca Raton,FL,33431-0991,Public,16,18220,14237239,2607,36.8536853685
2006,Flagler College,Saint Augustine,FL,32084,Private Not-For-Profit,32,2492,1222064,8600,54.8387096774
2006,Florida Hospital College of Health Sciences,Orlando,FL,32803,Private Not-For-Profit,40,1150,1071628,6020,66.6666666667
2006,Florida Institute of Technology,Melbourne,FL,32901-6975,Private Not-For-Profit,16,3620,1279031,25150,57.2504708098
2006,Florida International University,Miami,FL,33199,Public,15,27799,26568304,3334,48.1409759876
2006,Florida Memorial University,Miami Gardens,FL,33054-6199,Private Not-For-Profit,32,1897,4442984,11638,28.1195079086
2006,Florida Southern College,Lakeland,FL,33801-5698,Private Not-For-Profit,32,2045,1345314,19165,55.7312252964
2006,Florida State University,Tallahassee,FL,32306-1037,Public,15,35043,18196260,3208,68.2742486953
2006,University of Florida,Gainesville,FL,32611-3115,Public,15,45946,20069000,3094,79.3706293706
2006,Florida Metropolitan University,Pompano Beach,FL,33062,Private For-Profit,55,1432,4448788,9900,85.7506361323
2006,Full Sail Real World Education,Winter Park,FL,32792-7429,Private For-Profit,40,4502,5066051,40369,80.7207207207
2006,International Academy of Design and Technology,Tampa,FL,33634,Private For-Profit,56,2166,3105312,17820,48.9361702128
2006,Ai Miami International University of Art and Design,Miami,FL,33132-1418,Private For-Profit,56,1358,2778484,24640,71.8390804598
2006,Jacksonville University,Jacksonville,FL,32211-3394,Private Not-For-Profit,21,2362,1933857,19970,56.8965517241
2006,University of Miami,Coral Gables,FL,33124,Private Not-For-Profit,15,14765,5636141,29504,73.2688391039
2006,Remington College-Tampa Campus,Tampa,FL,33612-8410,Private For-Profit,54,1788,4036307,25442,80.0
2006,University of North Florida,Jacksonville,FL,32224-2645,Public,21,12154,6943214,3268,44.9519230769
2006,Nova Southeastern University,Fort Lauderdale,FL,33314-7796,Private Not-For-Profit,16,17841,5092433,17800,42.2924901186
2006,Palm Beach Atlantic University-West Palm Beach,West Palm Beach,FL,33401,Private Not-For-Profit,21,2941,1992627,17350,46.5478841871
2006,Ringling College of Art and Design,Sarasota,FL,34234-5895,Private Not-For-Profit,56,1065,911529,21400,56.345177665
2006,Rollins College,Winter Park,FL,32789-4499,Private Not-For-Profit,21,3126,1474000,29224,69.1764705882
2006,Saint Leo University,Saint Leo,FL,33574-6665,Private Not-For-Profit,22,9764,8157699,14680,47.2527472527
2006,University of South Florida,Tampa,FL,33620-9951,Public,15,33574,24209414,3310,48.6746987952
2006,Saint Thomas University,Miami Gardens,FL,33054-6459,Private Not-For-Profit,21,2366,1520486,17860,33.9055793991
2006,Stetson University,DeLand,FL,32723,Private Not-For-Profit,21,3369,1225783,25155,63.3466135458
2006,Southeastern University,Lakeland,FL,33801-6034,Private Not-For-Profit,32,2260,1866546,11500,34.5864661654
2006,Everest Univertisy-Tampa,Tampa,FL,33614,Private For-Profit,22,961,3027374,9900,23.0769230769
2006,The University of Tampa,Tampa,FL,33606-1490,Private Not-For-Profit,22,4648,2461221,18848,53.7190082645
2006,Warner Southern College,Lake Wales,FL,33859-8797,Private Not-For-Profit,32,883,1066885,12740,36.1111111111
2006,The University of West Florida,Pensacola,FL,32514-5750,Public,21,7507,5563030,3198,41.8124006359
2006,Agnes Scott College,Decatur,GA,30030-3797,Private Not-For-Profit,31,939,833037,23570,66.9260700389
2006,Albany State University,Albany,GA,31705,Public,21,3145,6630178,3022,42.3017107309
2006,American InterContinental University,Atlanta,GA,30326-1001,Private For-Profit,56,1369,2931389,16586,29.7297297297
2006,Armstrong Atlantic State University,Savannah,GA,31419-1997,Public,21,4999,4790399,2924,23.3096085409
2006,The Art Institute of Atlanta,Atlanta,GA,30328-1635,Private For-Profit,40,2421,3325603,18000,35.6164383562
2006,Clark Atlanta University,Atlanta,GA,30314-4391,Private Not-For-Profit,16,4115,5908659,14522,40.2999062793
2006,Augusta State University,Augusta,GA,30904-2200,Public,21,4889,5996363,2920,23.7442922374
2006,Berry College,Mount Berry,GA,30149,Private Not-For-Profit,32,1894,906998,17570,62.5514403292
2006,Brenau University,Gainesville,GA,30501-3668,Private Not-For-Profit,21,1606,1565259,15600,45.3237410072
2006,Brewton-Parker College,Mount Vernon,GA,30445,Private Not-For-Profit,32,986,1559527,12684,32.044198895
2006,Clayton  State University,Morrow,GA,30260-0285,Public,33,4506,5933192,2962,27.6073619632
2006,Columbus State University,Columbus,GA,31907-5645,Public,21,5798,6057490,2944,34.3541944075
2006,Covenant College,Lookout Mountain,GA,30750-4164,Private Not-For-Profit,32,1224,651025,20736,64.0776699029
2006,Dalton State College,Dalton,GA,30720-3797,Public,40,2867,2937027,1744,50.0
2006,DeVry University-Georgia,Decatur,GA,30030-2198,Private For-Profit,54,3148,,12100,36.4389233954
2006,South University-Savannah,Savannah,GA,31406,Private For-Profit,40,1568,2906964,15325,42.3076923077
2006,Emory University,Atlanta,GA,30322,Private Not-For-Profit,15,11624,2148048,30794,86.6048862679
2006,Fort Valley State University,Fort Valley,GA,31030-4313,Public,21,1947,3974365,3044,36.3372093023
2006,Georgia Institute of Technology-Main Campus,Atlanta,GA,30332,Public,15,16050,4202002,4648,76.9848349688
2006,Georgia Southwestern State University,Americus,GA,31709-4693,Public,21,2008,2793509,3016,37.5816993464
2006,Georgia College & State University,Milledgeville,GA,31061,Public,21,4993,2328653,4142,40.8536585366
2006,Georgia Southern University,Statesboro,GA,30460,Public,21,14852,10511885,3462,42.9520811473
2006,Georgia State University,Atlanta,GA,30302-3083,Public,15,20860,16355195,4464,41.4361960213
2006,University of Georgia,Athens,GA,30602,Public,15,30595,8632900,4628,75.2792964107
2006,Kennesaw State University,Kennesaw,GA,30144-5591,Public,21,14569,8247643,3044,27.9315960912
2006,LaGrange College,Lagrange,GA,30240-2999,Private Not-For-Profit,32,988,873067,16200,54.802259887
2006,Life University,Marietta,GA,30060,Private Not-For-Profit,53,1301,476196,5643,11.3924050633
2006,Macon State College,Macon,GA,31206-5145,Public,40,4144,6962011,1730,33.3333333333
2006,Mercer University,Macon,GA,31207,Private Not-For-Profit,21,6181,3917068,23460,50.8867667121
2006,Morehouse College,Atlanta,GA,30314,Private Not-For-Profit,31,2925,3337700,16006,54.0625
2006,North Georgia College & State University,Dahlonega,GA,30597-1001,Public,21,3988,1844702,3068,51.821192053
2006,Oglethorpe University,Atlanta,GA,30319-2797,Private Not-For-Profit,31,985,829565,22300,61.170212766
2006,Piedmont College,Demorest,GA,30535-0010,Private Not-For-Profit,22,1461,924130,15500,50.3496503497
2006,Reinhardt College,Waleska,GA,30183-2981,Private Not-For-Profit,33,932,694414,13090,40.2366863905
2006,Savannah College of Art and Design,Savannah,GA,31402-3146,Private Not-For-Profit,56,6869,2906579,22100,58.7030716724
2006,Savannah State University,Savannah,GA,31404-5310,Public,22,2697,5724058,3056,31.4363143631
2006,Shorter College,Rome,GA,30165,Private Not-For-Profit,32,2635,708204,13500,45.8193979933
2006,Spelman College,Atlanta,GA,30314-4399,Private Not-For-Profit,31,2260,2322277,15945,78.9930555556
2006,Southern Polytechnic State University,Marietta,GA,30060-2896,Public,54,2921,1980447,3174,25.9259259259
2006,Toccoa Falls College,Toccoa Falls,GA,30598,Private Not-For-Profit,32,886,922921,12525,45.8333333333
2006,Valdosta State University,Valdosta,GA,31698,Public,21,8961,7025054,3278,44.2038216561
2006,University of West Georgia,Carrollton,GA,30118-0001,Public,21,8419,5890148,3270,34.4972907887
2006,Chaminade University of Honolulu,Honolulu,HI,96816-1578,Private Not-For-Profit,21,2264,1760647,14450,42.6160337553
2006,University of Hawaii at Hilo,Hilo,HI,96720-4091,Public,31,3019,3439399,2603,31.4917127072
2006,University of Hawaii at Manoa,Honolulu,HI,96822-2301,Public,15,17175,7516771,3696,51.1007338225
2006,Hawaii Pacific University,Honolulu,HI,96813,Private Not-For-Profit,21,5911,2855583,11630,41.6370106762
2006,Boise State University,Boise,ID,83725,Public,21,14039,13625157,3872,25.7378174331
2006,Idaho State University,Pocatello,ID,83209,Public,16,10852,13948788,4000,30.5263157895
2006,University of Idaho,Moscow,ID,83844-2282,Public,15,10782,8729776,3968,54.358974359
2006,Lewis-Clark State College,Lewiston,ID,83501-2698,Public,32,2753,3824748,3714,23.8683127572
2006,Northwest Nazarene University,Nampa,ID,83686-5897,Private Not-For-Profit,22,1508,891589,17730,49.5833333333
2006,School of the Art Institute of Chicago,Chicago,IL,60603,Private Not-For-Profit,56,2518,1341422,27150,60.8843537415
