academicyear,instname,city,state,zip,sector_revised,carnegie2000,fte_count,grant01,tuitionfee02_tf,grad_rate_150_p4yr
2010,Arizona State University,Tempe,AZ,85287,Public,15,59849.731356,72779000,6844,59.0929041697
2010,University of Arizona,Tucson,AZ,85721-0066,Public,15,35289.285385,36407000,6855,59.7376931369
2010,DeVry University-Arizona,Phoenix,AZ,85021-2995,Private For-Profit,54,1375.057743,5359050,14160,31.4960629921
2010,Grand Canyon University,Phoenix,AZ,85017,Private For-Profit,21,17875.035195,36644972,17060,29.1304347826
2010,Dine College,Tsaile,AZ,86556,Public,60,1432.783206,4382802,805,4.78723404255
2010,Northern Arizona University,Flagstaff,AZ,86011-4132,Public,16,19699.601336,26010654,6632,49.2084432718
2010,University of Phoenix-Phoenix-Hohokam Campus,Phoenix,AZ,85040-1958,Private For-Profit,55,8421,14386281,9360,16.0075329567
2010,Western International University,Phoenix,AZ,85021,Private For-Profit,21,2927,3313087,9792,0.746268656716
2010,University of Arkansas at Little Rock,Little Rock,AR,72204,Public,16,9290.091403,15414523,6338,21.3438735178
2010,University of Arkansas,Fayetteville,AR,72701,Public,15,17121.240148,14875641,6459,57.9338842975
2010,University of Arkansas at Pine Bluff,Pine Bluff,AR,71601,Public,32,3535.503906,11899287,4796,24.2028985507
2010,Arkansas State University-Main Campus,Jonesboro,AR,72401,Public,21,9791.260782,20865651,6370,33.7191358025
2010,Arkansas Tech University,Russellville,AR,72801-2222,Public,21,7437.174276,16069767,4554,37.0428015564
2010,University of Arkansas at Monticello,Monticello,AR,71656,Public,32,2904.414278,8932042,4750,25.8467023173
2010,University of Central Arkansas,Conway,AR,72035-0001,Public,21,10238.513247,15283975,6698,42.3285198556
2010,Harding University,Searcy,AR,72143,Private Not-For-Profit,22,5144.618032,4667230,13580,66.8054110302
2010,Henderson State University,Arkadelphia,AR,71999-0001,Public,21,3131.52942,6343470,5083,32.7022375215
2010,Hendrix College,Conway,AR,72032-3080,Private Not-For-Profit,31,1454.499998,1047123,29013,60.3389830508
2010,John Brown University,Siloam Springs,AR,72761,Private Not-For-Profit,32,1691.16252,2314554,18880,61.4864864865
2010,Ouachita Baptist University,Arkadelphia,AR,71998-0001,Private Not-For-Profit,32,1428.178567,1468487,18478,57.3684210526
2010,Southern Arkansas University Main Campus,Magnolia,AR,71753,Public,21,2779.635622,6663453,6066,32.7645051195
2010,University of Arkansas-Fort Smith,Fort Smith,AR,72913-3649,Public,40,5919.607539,14792054,4600,26.6435986159
2010,Academy of Art University,San Francisco,CA,94105,Private For-Profit,56,11561.212196,12209725,18050,29.247311828
2010,Art Center College of Design,Pasadena,CA,91103,Private Not-For-Profit,56,1631.303888,3531000,31576,69.6428571429
2010,Azusa Pacific University,Azusa,CA,91702-7000,Private Not-For-Profit,21,7025.924577,4867732,27750,62.2073578595
2010,Biola University,La Mirada,CA,90639-0001,Private Not-For-Profit,16,4970.62521,4346535,27744,64.8335745297
2010,California Baptist University,Riverside,CA,92504-3297,Private Not-For-Profit,21,3509.063473,5481315,23266,54.1935483871
2010,California College of the Arts,Oakland,CA,94618-1487,Private Not-For-Profit,56,1748.887844,2124718,33254,54.1176470588
2010,California Institute of Technology,Pasadena,CA,91125,Private Not-For-Profit,15,2130,411000,34584,90.3381642512
2010,California Lutheran University,Thousand Oaks,CA,91360-2787,Private Not-For-Profit,21,3278.981312,2221197,29230,65.1741293532
2010,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,93407,Public,21,18722.133317,13189697,6498,72.9310344828
2010,California State University-Bakersfield,Bakersfield,CA,93311-1099,Public,21,7105.884167,16199075,5091,42.9530201342
2010,California State University-Stanislaus,Turlock,CA,95382,Public,21,6756.009399,14327088,4840,49.4640122511
2010,California State University-San Bernardino,San Bernardino,CA,92407-2397,Public,21,15262.204208,33830564,4857,44.04536862
2010,California State Polytechnic University-Pomona,Pomona,CA,91768,Public,21,19357.318789,32112649,4551,56.6430260047
2010,California State University-Chico,Chico,CA,95929-0150,Public,21,15855.29951,22360563,5336,61.8289353958
2010,California State University-Dominguez Hills,Carson,CA,90747-0005,Public,21,10750.500491,23539551,4645,30.9063893016
2010,California State University-Fresno,Fresno,CA,93740,Public,21,19030.561208,37550262,4672,50.5572893446
2010,California State University-Fullerton,Fullerton,CA,92831-3599,Public,21,29677.099627,41468992,4662,51.4269567674
2010,California State University-East Bay,Hayward,CA,94542,Public,21,12628.618531,18977620,4872,45.119047619
2010,California State University-Long Beach,Long Beach,CA,90840-0115,Public,21,30172.079419,46473368,4370,54.0
2010,California State University-Los Angeles,Los Angeles,CA,90032,Public,21,16471.624419,37448582,4640,37.3505059798
2010,California State University-Northridge,Northridge,CA,91330,Public,21,28674.053081,52494281,4801,47.8927203065
2010,California State University-Sacramento,Sacramento,CA,95819-2694,Public,21,25136.223903,42273800,4900,42.0194003527
2010,University of California-Berkeley,Berkeley,CA,94720,Public,15,34749.392635,44409282,8353,91.0984848485
2010,University of California-Davis,Davis,CA,95616-8678,Public,15,30358.781171,42417213,9358,82.3432730688
2010,University of California-Irvine,Irvine,CA,92697,Public,15,26542.567843,32865618,8718,82.5749167592
2010,University of California-Los Angeles,Los Angeles,CA,90095-1405,Public,15,37709.986467,45062616,8266,89.7876914808
2010,University of California-Riverside,Riverside,CA,92521,Public,15,19021.136038,37751930,8507,68.0792891319
2010,University of California-San Diego,La Jolla,CA,92093,Public,15,27863.277188,46065921,8792,86.0609189468
2010,University of California-Santa Barbara,Santa Barbara,CA,93106,Public,15,22428.716192,30001681,9077,79.417075058
2010,University of California-Santa Cruz,Santa Cruz,CA,95064-1011,Public,15,16461.149669,22106235,8862,74.1845940319
2010,California Institute of the Arts,Valencia,CA,91355-2397,Private Not-For-Profit,56,1392.885378,1259405,35470,64.9681528662
2010,Chapman University,Orange,CA,92866,Private Not-For-Profit,21,10093.316509,8534244,36764,70.2179176755
2010,Concordia University,Irvine,CA,92612-3203,Private Not-For-Profit,22,2384.891837,1381325,24950,52.4528301887
2010,Claremont McKenna College,Claremont,CA,91711-6400,Private Not-For-Profit,31,1236.785714,756000,38510,93.1899641577
2010,DeVry University-California,Pomona,CA,91768-2642,Private For-Profit,32,5951.307339,26882548,14480,32.3590814196
2010,Dominican University of California,San Rafael,CA,94901-2298,Private Not-For-Profit,21,1763.28131,1809916,33840,55.0724637681
2010,The Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,90015-1421,Private For-Profit,40,5713.163643,8237439,25586,100.0
2010,Fresno Pacific University,Fresno,CA,93702-4709,Private Not-For-Profit,21,2149.416448,3933864,23898,63.1284916201
2010,Humboldt State University,Arcata,CA,95521-8299,Public,21,7443.801367,13658929,5171,36.5789473684
2010,ITT Technical Institute-San Diego,San Diego,CA,92123,Private For-Profit,54,1222.357094,3931937,17148,20.0
2010,The Art Institute of California-San Diego,San Diego,CA,92108-4423,Private For-Profit,56,1769.214222,3195606,24244,43.3628318584
2010,University of La Verne,La Verne,CA,91750-4401,Private Not-For-Profit,16,5448.899482,5616484,28250,70.2412868633
2010,Loma Linda University,Loma Linda,CA,92350,Private Not-For-Profit,16,5200.094791,3754675,27280,35.1428571429
2010,The Master's College and Seminary,Santa Clarita,CA,91321-1200,Private Not-For-Profit,32,1159.479893,1247436,24670,60.0
2010,The Art Institute of California-San Francisco,San Francisco,CA,94102-4908,Private For-Profit,56,1149.267365,2256980,19915,37.8486055777
2010,Loyola Marymount University,Los Angeles,CA,90045-2659,Private Not-For-Profit,21,8360.251013,4449408,35419,79.7122302158
2010,Mills College,Oakland,CA,94613,Private Not-For-Profit,31,1423.690132,1697813,36232,61.4814814815
2010,Mount St Mary's College,Los Angeles,CA,90049-1599,Private Not-For-Profit,21,2093.05546,4066905,28700,63.9534883721
2010,Musicians Institute,Hollywood,CA,90028,Private For-Profit,56,1358.21427,2223547,23500,50.0
2010,National University,La Jolla,CA,92037-1011,Private Not-For-Profit,21,11224.474427,7004908,10728,33.3333333333
2010,Notre Dame de Namur University,Belmont,CA,94002-1908,Private Not-For-Profit,21,1064.990381,1311511,27110,48.4472049689
2010,Occidental College,Los Angeles,CA,90041-3392,Private Not-For-Profit,31,1974.949327,1719349,38935,84.6774193548
2010,Otis College of Art and Design,Los Angeles,CA,90045-3505,Private Not-For-Profit,56,1204.445169,2301891,31360,56.9105691057
2010,Pacific Union College,Angwin,CA,94508-9707,Private Not-For-Profit,32,1394.249969,1871815,23979,37.9928315412
2010,University of the Pacific,Stockton,CA,95211-0197,Private Not-For-Profit,16,5862.800873,5447152,32230,68.6382393398
2010,Pepperdine University,Malibu,CA,90263,Private Not-For-Profit,16,6317.768349,2907000,37850,79.806362379
2010,Pitzer College,Claremont,CA,91711-6101,Private Not-For-Profit,31,1008.392849,668055,39330,78.9237668161
2010,Point Loma Nazarene University,San Diego,CA,92106-2899,Private Not-For-Profit,22,3181.993843,2186828,25840,83.5514018692
2010,Pomona College,Claremont,CA,91711-6319,Private Not-For-Profit,31,1540.892855,1121041,37017,94.4020356234
2010,University of Redlands,Redlands,CA,92373-0999,Private Not-For-Profit,21,4405.370418,2904194,33894,64.238410596
2010,Samuel Merritt University,Oakland,CA,94609,Private Not-For-Profit,53,1232.643514,458892,35471,88.8888888889
2010,San Diego State University,San Diego,CA,92182,Public,16,29383.672165,40050639,4902,66.1752197335
2010,University of San Diego,San Diego,CA,92110-2492,Private Not-For-Profit,16,7007.057993,2722000,36292,72.6575809199
2010,San Francisco State University,San Francisco,CA,94132,Public,21,25926.960388,36299896,4740,48.010222709
2010,University of San Francisco,San Francisco,CA,94117-1080,Private Not-For-Profit,16,8527.048516,5841000,34770,69.7524219591
2010,San Jose State University,San Jose,CA,95192-0001,Public,21,25538.045603,30771643,5054,48.0228471002
2010,Westwood College-Los Angeles,Los Angeles,CA,90010,Private For-Profit,-3,2981.924182,29663862,14270,20.5696202532
2010,Santa Clara University,Santa Clara,CA,95053,Private Not-For-Profit,21,7684.836428,2806000,36000,87.2758326217
2010,Simpson University,Redding,CA,96003-8606,Private Not-For-Profit,22,1033.948383,2231308,20400,43.0939226519
2010,Saint Marys College of California,Moraga,CA,94556,Private Not-For-Profit,21,3164.684763,3192823,33910,63.8655462185
2010,Sonoma State University,Rohnert Park,CA,94928-3609,Public,21,7705.88231,7224034,5290,56.8965517241
2010,Vanguard University of Southern California,Costa Mesa,CA,92626,Private Not-For-Profit,32,1608.018926,2166004,25452,59.3023255814
2010,University of Southern California,Los Angeles,CA,90089,Private Not-For-Profit,15,32207.295204,13179899,39183,88.8808402753
2010,Westmont College,Santa Barbara,CA,93108-1089,Private Not-For-Profit,31,1301.321427,910958,33190,76.6016713092
2010,Whittier College,Whittier,CA,90601,Private Not-For-Profit,31,1954.157639,1706487,34228,65.9898477157
2010,Woodbury University,Burbank,CA,91510-7846,Private Not-For-Profit,22,1464.776527,2804466,28015,52.8455284553
2010,Adams State College,Alamosa,CO,81102,Public,21,2474.438839,6781164,4454,29.6416938111
2010,University of Colorado Denver,Denver,CO,80217-3364,Public,16,16020.470655,13052439,6657,42.1282798834
2010,University of Colorado at Colorado Springs,Colorado Springs,CO,80918,Public,21,7437.229915,9128136,5693,44.9414270501
2010,University of Colorado at Boulder,Boulder,CO,80309-0017,Public,15,29530.614427,17974091,7932,67.8766588603
2010,Colorado Christian University,Lakewood,CO,80226,Private Not-For-Profit,21,1970.822863,2645509,19290,43.5643564356
2010,Colorado College,Colorado Springs,CO,80903,Private Not-For-Profit,31,2009.503315,799847,37478,87.2633390706
2010,The Art Institute of Colorado,Denver,CO,80203-2983,Private For-Profit,56,1800.892735,2512796,24596,29.4444444444
2010,Colorado School of Mines,Golden,CO,80401,Public,54,4659.3057,2648982,12244,64.1231593039
2010,Colorado State University,Fort Collins,CO,80523-0100,Public,15,25156.454844,17845467,6318,63.9238942426
2010,Colorado Technical University,Colorado Springs,CO,80907-3812,Private For-Profit,21,1827.936458,2675053,10665,13.7254901961
2010,University of Denver,Denver,CO,80208,Private Not-For-Profit,15,9533.145439,3652098,35481,75.8896797153
2010,Fort Lewis College,Durango,CO,81301-3999,Public,31,3586.887701,4608198,4646,37.8494623656
2010,Mesa State College,Grand Junction,CO,81501-3122,Public,31,5895.213493,9592897,5338,30.4737516005
2010,Metropolitan State College of Denver,Denver,CO,80217-3362,Public,32,17757.572188,29869427,3639,20.4958677686
2010,University of Northern Colorado,Greeley,CO,80639,Public,16,11023.583106,10074848,5451,46.3930348259
2010,Regis University,Denver,CO,80221-1099,Private Not-For-Profit,21,7422.985975,4712999,29700,60.7427055703
2010,Colorado State University-Pueblo,Pueblo,CO,81001-4901,Public,21,4975.612532,8993343,5210,30.6772908367
2010,United States Air Force Academy,USAFA,CO,80840-5002,Public,59,4620,,0,81.4665592264
2010,Western State College of Colorado,Gunnison,CO,81231,Public,31,2110.551116,1957021,6104,36.231884058
2010,Albertus Magnus College,New Haven,CT,06511-1189,Private Not-For-Profit,32,1872.770639,2443776,23126,52.0833333333
2010,University of Bridgeport,Bridgeport,CT,06604-5620,Private Not-For-Profit,16,3833.131724,4312000,25465,29.8755186722
2010,Central Connecticut State University,New Britain,CT,06050,Public,21,9972.674006,9347827,7414,47.5743348983
2010,University of Connecticut,Storrs,CT,06269,Public,15,26293.563987,16259653,9886,73.5491606715
2010,Eastern Connecticut State University,Willimantic,CT,06226,Public,21,4892.581524,4350448,7813,52.449223417
2010,Fairfield University,Fairfield,CT,06824-5195,Private Not-For-Profit,21,4213.140445,1986000,37490,82.5934579439
2010,University of Hartford,West Hartford,CT,06117-1599,Private Not-For-Profit,16,6085.068004,4613554,28980,58.7944664032
2010,University of New Haven,West Haven,CT,06516,Private Not-For-Profit,21,5015.040024,4116971,29470,52.9190207156
2010,Post University,Waterbury,CT,06723,Private For-Profit,32,1832.98054,4373147,24300,28.2051282051
2010,Quinnipiac University,Hamden,CT,06518,Private Not-For-Profit,21,7161.056719,2519054,32400,77.7528089888
2010,Sacred Heart University,Fairfield,CT,06825-1000,Private Not-For-Profit,21,4912.249815,2747875,30298,66.8949771689
2010,Saint Joseph College,West Hartford,CT,06117-2764,Private Not-For-Profit,21,1319.16461,1354000,27202,41.7989417989
2010,Southern Connecticut State University,New Haven,CT,06515-1355,Public,21,9652.124986,8738835,7578,42.0487106017
2010,Trinity College,Hartford,CT,06106-3100,Private Not-For-Profit,31,2272.570468,1381277,40840,85.9402460457
2010,Wesleyan University,Middletown,CT,06459,Private Not-For-Profit,31,3036.910994,1892000,40092,94.3681318681
2010,Western Connecticut State University,Danbury,CT,06810-6826,Public,21,5556.122003,4750697,7462,44.6666666667
2010,Yale University,New Haven,CT,06520,Private Not-For-Profit,15,11507.268171,3286734,36500,96.3246554364
2010,Delaware State University,Dover,DE,19901,Public,21,3309.307956,7332876,6481,39.1557496361
2010,University of Delaware,Newark,DE,19716,Public,15,19505.763384,7185687,9486,77.1171693735
2010,Wesley College,Dover,DE,19901-3875,Private Not-For-Profit,32,2138.597058,2425570,19930,31.7991631799
2010,Wilmington University,New Castle,DE,19720,Private Not-For-Profit,16,6360.107105,7952301,9080,44.262295082
2010,American University,Washington,DC,20016-8001,Private Not-For-Profit,15,10517.107558,3497000,34973,79.2703150912
2010,Catholic University of America,Washington,DC,20064,Private Not-For-Profit,15,5466.031685,1632948,31890,68.7065368567
2010,University of the District of Columbia,Washington,DC,20008,Public,21,3632.773524,4849978,5370,8.13008130081
2010,Gallaudet University,Washington,DC,20002-3695,Private Not-For-Profit,21,1352.309677,2463159,11226,34.8017621145
2010,George Washington University,Washington,DC,20052,Private Not-For-Profit,15,19633.031764,5117000,40001,80.5566145635
2010,Georgetown University,Washington,DC,20057,Private Not-For-Profit,15,14633.173841,3472000,39036,92.5147734734
2010,Howard University,Washington,DC,20059-0001,Private Not-For-Profit,15,9980.844165,12334000,16075,91.1418685121
2010,Strayer University,Washington,DC,20005,Private For-Profit,22,26208.843934,2504023,12965,5.26315789474
2010,Trinity Washington University,Washington,DC,20017-1094,Private Not-For-Profit,21,1401.905682,3615870,20159,34.7222222222
2010,The Art Institute of Fort Lauderdale Inc,Fort Lauderdale,FL,33316-3000,Private For-Profit,56,2356.071226,4389826,21475,33.6099585062
2010,Barry University,Miami,FL,33161-6695,Private Not-For-Profit,21,7214.92042,10651539,26400,35.4430379747
2010,Bethune-Cookman University,Daytona Beach,FL,32114-3099,Private Not-For-Profit,32,3544.617082,12661719,12936,36.6748166259
2010,Lynn University,Boca Raton,FL,33431-5598,Private Not-For-Profit,21,1974.10446,1436751,30100,42.5956738769
2010,University of Central Florida,Orlando,FL,32816,Public,16,43788.529318,51778270,4526,63.6252189142
2010,Eckerd College,Saint Petersburg,FL,33711-4700,Private Not-For-Profit,31,2284.428516,2494200,32104,68.7898089172
2010,Embry Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,32114-3900,Private Not-For-Profit,21,14505.397718,9288000,28600,55.0432276657
2010,Florida Agricultural and Mechanical University,Tallahassee,FL,32307,Public,21,11487.602608,30502173,3958,40.6175771971
2010,Florida Atlantic University,Boca Raton,FL,33431-0991,Public,16,19909.163383,27972442,3349,42.2300263389
2010,Flagler College,Saint Augustine,FL,32084,Private Not-For-Profit,32,3118.678553,3338223,13300,63.6
2010,Florida Hospital College of Health Sciences,Orlando,FL,32803,Private Not-For-Profit,40,1502.964013,1910127,9280,83.3333333333
2010,Florida Institute of Technology,Melbourne,FL,32901-6975,Private Not-For-Profit,16,6073.53695,9149968,31520,56.6243194192
2010,Florida International University,Miami,FL,33199,Public,15,30140.816968,52200067,4374,45.7863501484
2010,Florida Memorial University,Miami Gardens,FL,33054-6199,Private Not-For-Profit,32,1819.418558,8370212,13356,39.4927536232
2010,Florida Southern College,Lakeland,FL,33801-5698,Private Not-For-Profit,32,2078.589538,2844226,22795,51.5370705244
2010,Florida State University,Tallahassee,FL,32306-1037,Public,15,36022.282214,35093527,4566,73.5559858019
2010,University of Florida,Gainesville,FL,32611-3115,Public,15,46491.352554,46867000,4373,84.4736444646
2010,Everest University-Pompano Beach,Pompano Beach,FL,33062,Private For-Profit,55,2833.127826,11279819,13428,26.9911504425
2010,Full Sail University,Winter Park,FL,32792-7429,Private For-Profit,40,7516,26131999,21090,85.4326396495
2010,International Academy of Design and Technology-Tampa,Tampa,FL,33634,Private For-Profit,56,1120.477487,4184104,19080,27.3224043716
2010,AI Miami International University of Art and Design,Miami,FL,33132-1418,Private For-Profit,56,3672.714976,6453612,30550,37.9807692308
2010,Jacksonville University,Jacksonville,FL,32211-3394,Private Not-For-Profit,21,2875.485553,4179481,25300,40.4761904762
2010,Keiser University-Ft. Lauderdale,Fort Lauderdale,FL,33309,Private For-Profit,40,13053.031324,45590005,14176,73.8738738739
2010,University of Miami,Coral Gables,FL,33124,Private Not-For-Profit,15,14763.300965,8882529,36188,80.2469135802
2010,Remington College-Tampa Campus,Tampa,FL,33619,Private For-Profit,54,1094,5422748,15056,55.0
2010,Lincoln College of Technology,West Palm Beach,FL,33407-3105,Private For-Profit,-3,2467.321411,11132346,17536,100.0
2010,University of North Florida,Jacksonville,FL,32224-2645,Public,21,13312.290868,15707152,3774,46.9304229195
2010,Nova Southeastern University,Fort Lauderdale,FL,33314-7796,Private Not-For-Profit,16,20334.213276,10715405,21100,40.589569161
2010,Everest University-North Orlando,Orlando,FL,32810,Private For-Profit,22,1312.889439,6441406,13536,31.5789473684
2010,Palm Beach Atlantic University-West Palm Beach,West Palm Beach,FL,33401,Private Not-For-Profit,21,2983.97817,3931490,22700,53.6842105263
2010,Ringling College of Art and Design,Sarasota,FL,34234-5895,Private Not-For-Profit,56,1287.64285,1765394,28820,68.6567164179
2010,Rollins College,Winter Park,FL,32789-4499,Private Not-For-Profit,21,2938.911661,2741000,36220,68.9300411523
2010,Saint Leo University,Saint Leo,FL,33574-6665,Private Not-For-Profit,22,10946.460658,19952093,17346,44.6700507614
2010,University of South Florida-Main Campus,Tampa,FL,33620-9951,Public,15,32247.698516,46297256,4577,51.4406358669
2010,Saint Thomas University,Miami Gardens,FL,33054-6459,Private Not-For-Profit,21,2201.12178,2919976,21690,40.0
2010,Stetson University,DeLand,FL,32723,Private Not-For-Profit,21,3462.151622,2903996,31770,61.2040133779
2010,Southeastern University,Lakeland,FL,33801-6034,Private Not-For-Profit,32,2685.236572,3817663,15000,46.1358313817
2010,Everest University-Tampa,Tampa,FL,33614,Private For-Profit,22,1407.186776,8002052,13536,36.1111111111
2010,The University of Tampa,Tampa,FL,33606-1490,Private Not-For-Profit,22,5762.243734,4929426,22480,59.2008412198
2010,Rasmussen College-Ocala,Ocala,FL,34471-7751,Private For-Profit,-3,2588.42824,19767197,13160,100.0
2010,The University of West Florida,Pensacola,FL,32514-5750,Public,21,8610.174748,13874831,4123,47.3806752037
2010,Albany State University,Albany,GA,31705,Public,21,3883.600782,15768632,4062,44.8504983389
2010,Armstrong Atlantic State University,Savannah,GA,31419-1997,Public,21,5955.985949,11601287,4048,28.6640726329
2010,The Art Institute of Atlanta,Atlanta,GA,30328-1635,Private For-Profit,40,3464.821333,7520311,23535,32.3636363636
2010,Clark Atlanta University,Atlanta,GA,30314-4391,Private Not-For-Profit,16,3575.992227,9814865,17038,43.0555555556
2010,Augusta State University,Augusta,GA,30904-2200,Public,21,5665.311104,10795155,3522,24.6414602347
2010,Berry College,Mount Berry,GA,30149,Private Not-For-Profit,32,1813.056363,2125757,23360,60.1167315175
2010,Brenau University,Gainesville,GA,30501-3668,Private Not-For-Profit,21,2032.729569,3646385,19356,45.9595959596
2010,Clayton  State University,Morrow,GA,30260-0285,Public,33,4894.026245,16619515,3896,22.0560747664
2010,Columbus State University,Columbus,GA,31907-5645,Public,21,6453.341034,12784167,4250,33.6842105263
2010,Covenant College,Lookout Mountain,GA,30750-4164,Private Not-For-Profit,32,1313.941003,1510413,25270,55.0
2010,Dalton State College,Dalton,GA,30720-3797,Public,40,4344.780787,12683741,2900,12.5
2010,DeVry University-Georgia,Decatur,GA,30030-2556,Private For-Profit,54,3620.849086,16984417,14160,30.6603773585
2010,South University-Savannah,Savannah,GA,31406,Private For-Profit,40,10098.589513,41424660,14735,18.1818181818
2010,Emory University,Atlanta,GA,30322,Private Not-For-Profit,15,12392.809997,5794999,38036,88.7134964483
2010,Fort Valley State University,Fort Valley,GA,31030-4313,Public,21,3292.841482,12528618,5012,34.3115124153
2010,Georgia Institute of Technology-Main Campus,Atlanta,GA,30332-0530,Public,15,18828.434039,9611043,6265,79.7433903577
2010,Georgia Southwestern State University,Americus,GA,31709-4693,Public,21,2446.951649,5577385,3988,30.7692307692
2010,Georgia College & State University,Milledgeville,GA,31061,Public,21,5936.221611,5029939,5738,59.477124183
2010,Georgia Southern University,Statesboro,GA,30460,Public,21,17040.627897,26150716,4622,45.0033534541
2010,Georgia State University,Atlanta,GA,30303-3083,Public,15,25281.831094,42187742,7498,48.1514084507
2010,University of Georgia,Athens,GA,30602,Public,15,32477.695129,21700438,6288,80.8
2010,Kennesaw State University,Kennesaw,GA,30144-5591,Public,21,18853.072944,28752961,4044,41.1338962606
2010,Life University,Marietta,GA,30060,Private Not-For-Profit,53,2117.766502,1591044,8352,42.1052631579
2010,Macon State College,Macon,GA,31206-5145,Public,40,4780.894725,14385649,2304,20.5882352941
2010,Mercer University,Macon,GA,31207,Private Not-For-Profit,21,6912.821204,7999790,29540,59.9683544304
2010,Morehouse College,Atlanta,GA,30314,Private Not-For-Profit,31,2581.535689,5063695,21376,56.7010309278
2010,North Georgia College & State University,Dahlonega,GA,30597-1001,Public,21,4763.612025,5074996,4268,49.4768310912
2010,Oglethorpe University,Atlanta,GA,30319-2797,Private Not-For-Profit,31,1009.082177,1744859,26650,57.9908675799
2010,Piedmont College,Demorest,GA,30535-0010,Private Not-For-Profit,22,2048.248279,3101751,18000,41.9161676647
2010,Reinhardt College,Waleska,GA,30183-2981,Private Not-For-Profit,33,1071.360451,1441717,16670,33.8842975207
2010,Savannah College of Art and Design,Savannah,GA,31402-3146,Private Not-For-Profit,56,9112.813567,7904020,28265,66.7179093005
2010,Savannah State University,Savannah,GA,31404-5310,Public,22,3480.909745,13043836,4000,34.6830985915
2010,Shorter College,Rome,GA,30165,Private Not-For-Profit,32,1181.928566,2150591,16300,50.8849557522
2010,Spelman College,Atlanta,GA,30314-4399,Private Not-For-Profit,31,2163.428556,4621803,20926,73.0103806228
2010,Southern Polytechnic State University,Marietta,GA,30060-2896,Public,54,4179.881294,6295138,4259,32.5980392157
2010,Valdosta State University,Valdosta,GA,31698,Public,21,10820.024863,17641103,4488,40.9904534606
2010,University of West Georgia,Carrollton,GA,30118-0001,Public,21,9759.402286,17362871,5382,34.9588719154
2010,Chaminade University of Honolulu,Honolulu,HI,96816-1578,Private Not-For-Profit,21,2097.895047,2464792,17060,47.3684210526
2010,University of Hawaii at Hilo,Hilo,HI,96720-4091,Public,31,3493.258331,6308091,4888,33.2524271845
2010,University of Hawaii at Manoa,Honolulu,HI,96822-2301,Public,15,16899.366749,16551143,7167,50.3171247357
